City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
609,Iquique,CL,60.84,overcast clouds,-20.2208,-70.1431,
610,Maputo,MZ,60.22,clear sky,-25.9653,32.5892,
611,Angoche,MZ,68.13,light rain,-16.2325,39.9086,
613,Alta Floresta,BR,73.76,broken clouds,-9.8756,-56.0861,
614,Kita,ML,82.42,light rain,13.0349,-9.4895,
616,Porto Novo,BJ,73.54,heavy intensity rain,6.4965,2.6036,
617,Tabanan,ID,79.2,broken clouds,-8.5413,115.1252,
618,Nelson Bay,AU,61.0,overcast clouds,-32.7167,152.15,
621,Benguela,AO,69.96,scattered clouds,-12.5763,13.4055,
622,Basco,PH,83.75,overcast clouds,20.4487,121.9702,
623,Kutum,SD,77.88,overcast clouds,14.2,24.6667,
625,Natal,BR,74.05,scattered clouds,-5.795,-35.2094,
626,Buta,CD,68.36,overcast clouds,2.7858,24.73,
628,Saint-Denis,FR,62.15,clear sky,48.9167,2.3333,
630,Shimoda,JP,80.17,broken clouds,34.6667,138.95,
631,Salinas,US,79.16,clear sky,36.6777,-121.6555,
633,Rongcheng,CN,77.59,overcast clouds,30.634,117.8517,
634,Crateus,BR,73.54,clear sky,-5.1783,-40.6775,
635,Nauta,PE,72.14,few clouds,-4.5061,-73.5757,
636,Moranbah,AU,69.12,clear sky,-22.0016,148.0466,
639,Takoradi,GH,77.52,overcast clouds,4.8845,-1.7554,
640,Mithi,PK,82.89,clear sky,24.7318,69.7981,
641,San Patricio,US,87.78,overcast clouds,28.017,-97.5169,
642,Shingu,JP,74.91,overcast clouds,33.7333,135.9833,
643,Panaba,MX,82.87,overcast clouds,21.2833,-88.2667,
644,Kichera,RU,63.73,light rain,55.9375,110.0997,
647,Sarangani,PH,83.71,overcast clouds,5.4033,125.4636,
648,Masuda,JP,81.36,scattered clouds,34.6667,131.85,
649,Batagay-Alyta,RU,78.04,few clouds,67.8006,130.4114,
650,Manta,EC,73.18,scattered clouds,-0.95,-80.7333,
652,Aviles,ES,60.19,light rain,43.5547,-5.9248,
653,Mont-De-Marsan,FR,62.15,broken clouds,44.0,-0.6667,
654,Mayo,US,83.12,broken clouds,38.8876,-76.5119,
655,Cobija,BO,74.46,scattered clouds,-11.0267,-68.7692,
656,Tsogni,GA,72.88,overcast clouds,-2.7942,10.0988,
657,Zabaykalsk,RU,70.66,scattered clouds,49.6333,117.3167,
658,Huarmey,PE,65.3,overcast clouds,-10.0681,-78.1522,
662,Gondanglegi,ID,78.17,overcast clouds,-7.7479,112.0132,
663,Kankon,IN,82.2,overcast clouds,15.0167,74.0167,
664,Shenjiamen,CN,74.17,light rain,29.9576,122.298,
665,Acajutla,SV,81.48,overcast clouds,13.5928,-89.8275,
666,Mehriz,IR,70.93,clear sky,31.5917,54.4318,
668,Zaraysk,RU,69.62,broken clouds,54.7653,38.8836,
669,Moerai,PF,72.63,scattered clouds,-22.4333,-151.3333,
672,Puerto Leguizamo,CO,70.14,scattered clouds,-0.1934,-74.7819,
673,Canning,IN,82.42,overcast clouds,22.3189,88.6714,
674,Cabatuan,PH,81.07,moderate rain,10.8794,122.486,
675,Dhidhdhoo,MV,82.13,clear sky,6.8833,73.1,
676,Uruzgan,AF,66.58,clear sky,32.8333,66.0,
679,Vengurla,IN,81.55,light rain,15.8667,73.6333,
680,Verkhnevilyuysk,RU,82.62,broken clouds,63.4453,120.3167,
681,Faya,SA,66.72,scattered clouds,18.3851,42.4509,
